"filename", "language", "Go", "JavaScript", "vue", "Python", "Markdown", "HTML", "JSON", "Go Module File", "TOML", "Shell Script", "Go Checksum File", "comment", "blank", "total"
"/Users/mengfanxing/Documents/GopherAI/API.md", "Markdown", 0, 0, 0, 0, 302, 0, 0, 0, 0, 0, 0, 0, 89, 391
"/Users/mengfanxing/Documents/GopherAI/README.md", "Markdown", 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 55, 214
"/Users/mengfanxing/Documents/GopherAI/common/aihelper/aihelper.go", "Go", 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 28, 178
"/Users/mengfanxing/Documents/GopherAI/common/aihelper/factory.go", "Go", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 78
"/Users/mengfanxing/Documents/GopherAI/common/aihelper/manager.go", "Go", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 30, 159
"/Users/mengfanxing/Documents/GopherAI/common/aihelper/mcp.go", "Go", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 29
"/Users/mengfanxing/Documents/GopherAI/common/aihelper/model.go", "Go", 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 63, 421
"/Users/mengfanxing/Documents/GopherAI/common/aihelper/travelAgent.go", "Go", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 20, 149
"/Users/mengfanxing/Documents/GopherAI/common/aihelper/travelPlanningAgent.go", "Go", 375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 28, 414
"/Users/mengfanxing/Documents/GopherAI/common/code/code.go", "Go", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 64
"/Users/mengfanxing/Documents/GopherAI/common/email/email.go", "Go", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 38
"/Users/mengfanxing/Documents/GopherAI/common/image/image_recognizer.go", "Go", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 108
"/Users/mengfanxing/Documents/GopherAI/common/image/image_recognizer_onnx.go", "Go", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 33, 221
"/Users/mengfanxing/Documents/GopherAI/common/image/qwen_model.go", "Go", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 53
"/Users/mengfanxing/Documents/GopherAI/common/mysql/mysql.go", "Go", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 81
"/Users/mengfanxing/Documents/GopherAI/common/rabbitmq/init.go", "Go", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 22
"/Users/mengfanxing/Documents/GopherAI/common/rabbitmq/meesage.go", "Go", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 45
"/Users/mengfanxing/Documents/GopherAI/common/rabbitmq/rabbitmq.go", "Go", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 17, 110
"/Users/mengfanxing/Documents/GopherAI/common/rag/rag.go", "Go", 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 35, 243
"/Users/mengfanxing/Documents/GopherAI/common/rag/redis_init.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 1, 9
"/Users/mengfanxing/Documents/GopherAI/common/redis/key.go", "Go", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 13
"/Users/mengfanxing/Documents/GopherAI/common/redis/redis.go", "Go", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 69
"/Users/mengfanxing/Documents/GopherAI/common/tools/conversation_compression/compression.go", "Go", 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37, 286
"/Users/mengfanxing/Documents/GopherAI/common/tools/google_model.go", "Go", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 24
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/CLAUDE.md", "Markdown", 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 30, 128
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/README.md", "Markdown", 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 55, 205
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/go.mod", "Go Module File", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 5, 61
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/go.sum", "Go Checksum File", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 213, 0, 1, 214
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/main.go", "Go", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 86
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/tools/mcp-chatbox/main.go", "Go", 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 36, 273
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/tools/mcp-flight/example_flight_return.json", "JSON", 0, 0, 0, 0, 0, 0, 1218, 0, 0, 0, 0, 0, 0, 1218
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/tools/mcp-flight/main.go", "Go", 260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28, 293
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/tools/mcp-flight/mock/README.md", "Markdown", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 21, 66
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/tools/mcp-flight/mock/main.go", "Go", 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 165
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/tools/mcp-photo/README.md", "Markdown", 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 96, 280
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/tools/mcp-photo/example_with_photo.md", "Markdown", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 22, 63
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/tools/mcp-photo/main.go", "Go", 343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 384
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/tools/mcp-time/main.go", "Go", 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27, 189
"/Users/mengfanxing/Documents/GopherAI/common/tools/mcp/eino-mcp/tools/start_all.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 0, 1, 26, 182
"/Users/mengfanxing/Documents/GopherAI/common/tools/tools.go", "Go", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 41
"/Users/mengfanxing/Documents/GopherAI/common/tools/vikingDB.go", "Go", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 32
"/Users/mengfanxing/Documents/GopherAI/config/config.go", "Go", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 114
"/Users/mengfanxing/Documents/GopherAI/config/config.sample.toml", "TOML", 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 10, 55
"/Users/mengfanxing/Documents/GopherAI/controller/common.go", "Go", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"/Users/mengfanxing/Documents/GopherAI/controller/image/image.go", "Go", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 45
"/Users/mengfanxing/Documents/GopherAI/controller/session/session.go", "Go", 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36, 259
"/Users/mengfanxing/Documents/GopherAI/controller/user/user.go", "Go", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 106
"/Users/mengfanxing/Documents/GopherAI/dao/message/message.go", "Go", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"/Users/mengfanxing/Documents/GopherAI/dao/session/session.go", "Go", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"/Users/mengfanxing/Documents/GopherAI/dao/user/user.go", "Go", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 46
"/Users/mengfanxing/Documents/GopherAI/data/script/addDataToRedis.go", "Go", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 114
"/Users/mengfanxing/Documents/GopherAI/data/script/preprocess.py", "Python", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 16, 91
"/Users/mengfanxing/Documents/GopherAI/go.mod", "Go Module File", 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 7, 122
"/Users/mengfanxing/Documents/GopherAI/go.sum", "Go Checksum File", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1062, 0, 1, 1063
"/Users/mengfanxing/Documents/GopherAI/main.go", "Go", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 103
"/Users/mengfanxing/Documents/GopherAI/middleware/jwt/jwt.go", "Go", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 46
"/Users/mengfanxing/Documents/GopherAI/model/message.go", "Go", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/mengfanxing/Documents/GopherAI/model/session.go", "Go", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25
"/Users/mengfanxing/Documents/GopherAI/model/travel_plan.go", "Go", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 69
"/Users/mengfanxing/Documents/GopherAI/model/user.go", "Go", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"/Users/mengfanxing/Documents/GopherAI/router/AI.go", "Go", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 25
"/Users/mengfanxing/Documents/GopherAI/router/Image.go", "Go", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13
"/Users/mengfanxing/Documents/GopherAI/router/router.go", "Go", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 31
"/Users/mengfanxing/Documents/GopherAI/router/user.go", "Go", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/Users/mengfanxing/Documents/GopherAI/service/image/image.go", "Go", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 25
"/Users/mengfanxing/Documents/GopherAI/service/session/session.go", "Go", 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 43, 286
"/Users/mengfanxing/Documents/GopherAI/service/session/travel_task.go", "Go", 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 233
"/Users/mengfanxing/Documents/GopherAI/service/user/user.go", "Go", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 18, 97
"/Users/mengfanxing/Documents/GopherAI/test/conversation_compression/compression_test.go", "Go", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 102
"/Users/mengfanxing/Documents/GopherAI/test/mock/API.md", "Markdown", 0, 0, 0, 0, 375, 0, 0, 0, 0, 0, 0, 0, 105, 480
"/Users/mengfanxing/Documents/GopherAI/test/mock/example_with_photo.md", "Markdown", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 22, 63
"/Users/mengfanxing/Documents/GopherAI/test/mock/main.go", "Go", 737, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 808
"/Users/mengfanxing/Documents/GopherAI/test/rag/rag_add_test.go", "Go", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 67
"/Users/mengfanxing/Documents/GopherAI/test/rag/rag_embed_test.go", "Go", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"/Users/mengfanxing/Documents/GopherAI/test/rag/rag_knn_test.go", "Go", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 55
"/Users/mengfanxing/Documents/GopherAI/test/stress_test/chat_history.js", "JavaScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 58
"/Users/mengfanxing/Documents/GopherAI/test/stress_test/login.js", "JavaScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 57
"/Users/mengfanxing/Documents/GopherAI/test/stress_test/result/chat_history.html", "HTML", 0, 0, 0, 0, 0, 671, 0, 0, 0, 0, 0, 5, 194, 870
"/Users/mengfanxing/Documents/GopherAI/test/stress_test/result/login.html", "HTML", 0, 0, 0, 0, 0, 671, 0, 0, 0, 0, 0, 5, 194, 870
"/Users/mengfanxing/Documents/GopherAI/utils/myjwt/jwt.go", "Go", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 44
"/Users/mengfanxing/Documents/GopherAI/utils/utils.go", "Go", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 97
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/package-lock.json", "JSON", 0, 0, 0, 0, 0, 0, 13296, 0, 0, 0, 0, 0, 1, 13297
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/package.json", "JSON", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 1, 48
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/public/index.html", "HTML", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 0, 17
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/src/App.vue", "vue", 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 299
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/src/components/travel/TravelPlanningProgress.vue", "vue", 0, 0, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 281
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/src/main.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/src/router/index.js", "JavaScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 65
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/src/utils/api.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 36
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/src/views/AIChat.vue", "vue", 0, 0, 991, 0, 0, 0, 0, 0, 0, 0, 0, 26, 141, 1158
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/src/views/ImageRecognition.vue", "vue", 0, 0, 389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 448
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/src/views/Login.vue", "vue", 0, 0, 421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 472
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/src/views/Menu.vue", "vue", 0, 0, 405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 454
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/src/views/Register.vue", "vue", 0, 0, 425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 470
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/src/views/TravelPlanning.vue", "vue", 0, 0, 787, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 894
"/Users/mengfanxing/Documents/GopherAI/vue-frontend/vue.config.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"Total", "-", 5586, 199, 3915, 75, 1395, 1358, 14561, 171, 45, 161, 1275, 734, 2497, 31972